Datetime,Tweet Id,Text,Username
2022-02-08 23:10:41+00:00,1491187758856953856,@AuRevoirHidalgo Une bande de NAZES que l’on supporte depuis bien trop longtemps..,Matrushka54
2022-02-08 23:10:41+00:00,1491187758702166018,"@EricXRP_FLR NOTHING IS IMPOSSIBLE
Go go go",bwxLtLKc4AfUtOB
2022-02-08 23:10:41+00:00,1491187758521815041,@singalot_AM おはようございます。,RaLcL8o6BTwWP5r
2022-02-08 23:10:41+00:00,1491187757967818752,"@L__ykrn ご応募ありがとうございます！

2月16日まで使える「ウチカフェスイーツ各種20円引券」を差し上げます！ #生ガトーショコラ などで、楽しいほっとひと息を(^^)また明日もチャレンジ！
クーポンの使い方:https://t.co/8cmLdo1wwk #ローソン https://t.co/gdqi8YJPor",japan_lawson
2022-02-08 23:10:41+00:00,1491187757867487232,"Macky nëna: merci « El Taktiko », on a tous vus: « les Tégue deunde » 😭🤣, président immature, peuple immature. Avec tout ça, les matures veulent nous faire croire que c’est eux qui ont raison. Mdrr🤣🤣
VIVE L’IMMATURITÉ 🥂❤️",espritdegenie
2022-02-08 23:10:41+00:00,1491187757858930693,"❴ iHerb クーポンコード（プロモコード)❵

お会計時にご入力いただくと、
どなたでも割引になります

《 ASC7218 》

ビオチン、
リポソームビタミンC、
MCTオイル、
マグネシウムの入浴剤、
レチノールのボディクリーム、
Lシステイン、
プロテイン。
b637741i",Katanasokana
2022-02-08 23:10:41+00:00,1491187757825523712,I’ve never been shamed about my wee wee 😂my heart would drop,dirtyrain4l
2022-02-08 23:10:41+00:00,1491187757783601152,Bah à Montpellier pardi gnagnagna https://t.co/d8hNu6j1dA,SavachierT
2022-02-08 23:10:41+00:00,1491187757762641920,@taeyangyoox To przeznaczenie w takim razie 🤚,L33_UN
2022-02-08 23:10:41+00:00,1491187757737472000,In my motherfucking feelings,blind3l3phant
2022-02-08 23:10:41+00:00,1491187757720682496,@Mika_Paname_ @jmngrf @PSSportsFR Je prend de l’avance sur le débat qui va être créer,tinz61
2022-02-08 23:10:40+00:00,1491187757309657090,"@MyBlackCayman I hope whale or maybe new exchange?
Both cases are BULLISH anyways",L_j_art
2022-02-08 23:10:40+00:00,1491187757095751683,@Showaboo @DancsCatalans Ja et dic jo que aquest tuit a fet molta pudor. El disc dur d'aquest subnormal té més merda que la caché de l'Antonio Baños.,WokeCatalunya
2022-02-08 23:10:40+00:00,1491187756886028292,"@Camilla_Colpola Purtroppo la chiamata alle armi è legittima visto lo stato disastroso in cui versa l'Ucraina nello scacchiere internazionale
Però è anche del tutto legittimo rifiutarsi di partecipare se si è emigrati via dal paese, proprio perchè questo non offriva un futuro dignitoso alla ➡️",BacterialGrint_
2022-02-08 23:10:40+00:00,1491187756831481859,@winsandspins @gornopoldo @MichaelVCassidy @hmfaigen What’s the point of having dame and kyrie?,Cartinese4re4l
2022-02-08 23:10:40+00:00,1491187756550467585,"やらかし。

DAY13のイラストを投稿し忘れてました。

今は時間が無いので、投稿できる時にあげます。

昨日は激務で疲れて寝てしまいました。",L112125
2022-02-08 23:10:40+00:00,1491187756533706753,"15) Xavier Benguerel i Godó (Barcelona, 9.2.1931—10.8.2017) fou un compositor, deixeble de Cristòfor Taltabull, amb obres que abasten tots els gèneres musicals, des de les peces més intimistes fins a l’òpera.
https://t.co/rPhSwXJAV0",JosepEudald
2022-02-08 23:10:40+00:00,1491187756512722945,@TheJenus @shibabetscasino https://t.co/cO2jHsDVCd,eaprple
2022-02-08 23:10:40+00:00,1491187756416237570,soltero porque las mujeres mienten y yo también,l__Juanito__l
2022-02-08 23:10:40+00:00,1491187756131037186,"@Cozy_Genba おめでとうございます！！
🎉🎉🎉🎉🎉🎉🎉🎉",QOkkPQPJ1y1LGtF
2022-02-08 23:10:40+00:00,1491187756009422851,"@idrissaberkane Poutine, pourquoi tu l'as pas gardé ? 😳😳😳",MyLovelyTops
2022-02-08 23:10:40+00:00,1491187755938099200,"L’œil c’est incroyable je vous jure , Starfallah ou safe",chhhhbk
2022-02-08 23:10:40+00:00,1491187755912941571,"#OlimpiadiPechino Bellissime e low carbon, ""Conosci l'autunno con una sola foglia"". Metodo di accensione della torcia olimpica invernale di Pechino 2022 Ispirazione, cerimonia di apertura Direttore generale Yi-Mou Zhang! https://t.co/1xI4WVNupt",JillUbertoALS89
2022-02-08 23:10:40+00:00,1491187755808083969,Noah mírame https://t.co/tdfqmzj8wq,ShamiHaciendoNa
2022-02-08 23:10:40+00:00,1491187755719983107,@ResesPasses @Freddd2k I can't stop thinking that's Steve Martin. 🤣🤣🤣 Props to McMillen proudly representing the gray. https://t.co/5arSthXE6q,ScroogeDWS
2022-02-08 23:10:40+00:00,1491187755556421632,@014014kkc_yr なってますなってます☺💕💕,utL4Ve1BcTKCMVo
2022-02-08 23:10:40+00:00,1491187754994368514,@r7aic1 @_Fxyif صادقه هذي مشكلته,Justx2l
2022-02-08 23:10:40+00:00,1491187754902126592,@WoodlockLugan @Jul_Deschateaux @Ilan16ans Celle où l'analyse du transhumanisme est la plus fine ! Ucpl,RobinDidier2
